mixture_ID,speaker_1_ID,speaker_1_sex,speaker_2_ID,speaker_2_sex,speaker_3_ID,speaker_3_sex,speaker_4_ID,speaker_4_sex,speaker_5_ID,speaker_5_sex,speaker_6_ID,speaker_6_sex,speaker_7_ID,speaker_7_sex,speaker_8_ID,speaker_8_sex,speaker_9_ID,speaker_9_sex,speaker_10_ID,speaker_10_sex
125-121124-0025_6209-34599-0021_7278-104730-0006_4853-29413-0014_3112-9555-0061_6081-42010-0013_40-121026-0004_4014-186179-0000_831-130739-0015_307-127535-0005,125,F,6209,M,7278,M,4853,F,3112,F,6081,M,40,F,4014,M,831,M,307,M
1116-137572-0018_211-122442-0074_1034-121119-0072_6209-34601-0023_2817-142380-0026_5778-12761-0023_4340-15220-0071_5022-29405-0031_1183-128659-0005_6476-96661-0025,1116,F,211,F,1034,M,6209,M,2817,F,5778,F,4340,F,5022,F,1183,F,6476,F
625-132112-0019_2989-138035-0052_3947-13260-0023_7078-271888-0026_302-123504-0001_198-209-0008_7780-274562-0089_307-127535-0002_8747-293952-0096_4014-186176-0026,625,M,2989,F,3947,F,7078,F,302,F,198,F,7780,F,307,M,8747,M,4014,M
2910-131096-0043_8238-283452-0041_8419-293469-0025_2817-142371-0039_2002-139469-0099_460-172359-0091_8629-261140-0050_5463-39173-0048_311-124404-0026_5561-41616-0024,2910,F,8238,F,8419,M,2817,F,2002,M,460,M,8629,M,5463,M,311,M,5561,F
1841-159771-0022_1235-135884-0032_5867-48852-0047_4014-186183-0002_8098-278252-0012_322-124147-0044_2691-156755-0005_8312-279791-0024_7800-283478-0027_328-129766-0020,1841,F,1235,M,5867,F,4014,M,8098,M,322,F,2691,F,8312,F,7800,F,328,F
4051-11218-0022_2893-139310-0047_1926-147979-0020_4788-294466-0022_426-122819-0016_4481-17498-0007_1455-138263-0043_5049-25947-0097_3242-67168-0034_6078-54007-0030,4051,F,2893,M,1926,F,4788,M,426,F,4481,F,1455,M,5049,M,3242,M,6078,F
8063-274116-0038_445-123857-0005_1898-145715-0048_4481-17498-0044_2136-5147-0001_460-172359-0072_7511-102419-0002_8609-283227-0037_8797-294123-0054_8098-278278-0030,8063,M,445,M,1898,F,4481,F,2136,M,460,M,7511,F,8609,M,8797,M,8098,M
8419-286667-0007_2092-145706-0080_6476-96661-0006_78-369-0046_1970-26100-0031_460-172359-0046_1898-145702-0007_4898-20016-0024_3486-166446-0013_7148-7763-0033,8419,M,2092,F,6476,F,78,M,1970,F,460,M,1898,F,4898,M,3486,M,7148,F
3374-298025-0013_1553-140047-0037_1963-147036-0032_5678-43302-0024_7078-271888-0077_7226-86964-0060_1743-142914-0034_307-127540-0034_26-496-0008_32-4137-0056,3374,M,1553,F,1963,F,5678,M,7078,F,7226,M,1743,M,307,M,26,M,32,F
3436-172171-0059_7178-34644-0003_3983-5331-0014_6367-65536-0070_4406-16882-0013_7367-86737-0026_3607-135982-0034_6531-61334-0052_4088-158077-0031_7511-102419-0048,3436,M,7178,F,3983,F,6367,M,4406,M,7367,M,3607,M,6531,F,4088,F,7511,F
6019-3185-0038_4788-91208-0004_1723-141149-0054_1081-125237-0104_5463-39174-0036_8095-274348-0012_2384-152900-0052_8108-274318-0040_8063-274115-0004_27-123349-0058,6019,M,4788,M,1723,M,1081,M,5463,M,8095,M,2384,M,8108,M,8063,M,27,M
5322-7679-0006_4014-186175-0026_8123-275209-0000_1624-142933-0000_8324-286683-0022_3486-166424-0042_8629-261140-0041_8797-294123-0023_3242-67153-0013_8747-293952-0017,5322,M,4014,M,8123,F,1624,M,8324,F,3486,M,8629,M,8797,M,3242,M,8747,M
1743-142912-0018_5678-43302-0011_5463-39173-0013_322-124146-0007_1737-142397-0021_5390-24512-0045_403-128339-0010_8609-283227-0035_4813-248638-0018_4680-16041-0023,1743,M,5678,M,5463,M,322,F,1737,F,5390,M,403,F,8609,M,4813,M,4680,F
625-132118-0005_7190-90542-0019_8609-262281-0039_32-4137-0011_3259-158083-0050_8088-284756-0095_1594-135914-0037_4406-16882-0032_7635-105409-0049_125-121342-0025,625,M,7190,M,8609,M,32,F,3259,F,8088,M,1594,M,4406,M,7635,F,125,F
4830-25898-0024_5393-19218-0028_5390-24512-0041_669-129061-0071_5688-41232-0066_5867-48852-0064_8051-295385-0019_4640-19187-0025_4853-27670-0010_1737-142397-0041,4830,M,5393,F,5390,M,669,F,5688,F,5867,F,8051,F,4640,F,4853,F,1737,F
6529-62554-0033_3240-131231-0042_669-129074-0012_8580-287363-0030_2391-145015-0111_7511-102420-0004_26-495-0033_2893-139322-0005_3486-166424-0011_4195-186237-0002,6529,M,3240,M,669,F,8580,M,2391,F,7511,F,26,M,2893,M,3486,M,4195,F
8324-286683-0031_5393-19218-0059_1578-140045-0028_3235-11599-0025_7264-92316-0032_196-122159-0022_2289-152254-0021_4680-16042-0003_8465-246940-0010_3723-171115-0051,8324,F,5393,F,1578,F,3235,F,7264,M,196,M,2289,M,4680,F,8465,F,3723,M
6078-54013-0044_5393-19218-0035_909-131041-0027_8609-283227-0011_1578-6379-0013_1502-122619-0004_248-130644-0007_2764-36616-0027_5022-29411-0060_446-123501-0022,6078,F,5393,F,909,M,8609,M,1578,F,1502,F,248,F,2764,F,5022,F,446,M
7402-90848-0051_7278-246956-0004_1867-154071-0018_2384-152900-0074_8226-274369-0019_8609-262281-0040_6529-62556-0036_2843-152918-0079_587-41619-0018_1841-179183-0007,7402,M,7278,M,1867,M,2384,M,8226,M,8609,M,6529,M,2843,M,587,F,1841,F
458-126305-0036_1034-121119-0008_412-126975-0011_2952-410-0056_248-130652-0008_250-142286-0024_1040-133433-0052_6476-96661-0026_298-126791-0043_2514-149482-0015,458,M,1034,M,412,M,2952,M,248,F,250,F,1040,M,6476,F,298,F,2514,M
5339-14134-0042_4898-20016-0029_6019-3185-0025_5022-29411-0046_8088-284756-0031_2952-410-0021_248-130652-0003_5561-39621-0016_669-129061-0031_7067-76048-0053,5339,F,4898,M,6019,M,5022,F,8088,M,2952,M,248,F,5561,F,669,F,7067,M
332-128985-0055_2289-152254-0005_27-124992-0035_3982-178459-0045_2910-131096-0002_6415-111615-0031_6078-54013-0031_3607-29116-0006_5750-35690-0014_3947-13262-0012,332,M,2289,M,27,M,3982,F,2910,F,6415,F,6078,F,3607,M,5750,M,3947,F
2518-154826-0008_4813-248641-0041_7178-34644-0019_2691-156750-0022_3240-131231-0000_211-122425-0063_87-121553-0077_89-219-0023_2436-2477-0015_1926-147979-0041,2518,M,4813,M,7178,F,2691,F,3240,M,211,F,87,F,89,F,2436,M,1926,F
229-130880-0075_5678-43303-0023_8419-293469-0008_3486-166424-0056_458-126305-0009_1578-140045-0010_4051-11218-0040_150-126112-0012_403-216-0025_6019-3185-0048,229,M,5678,M,8419,M,3486,M,458,M,1578,F,4051,F,150,F,403,F,6019,M
5322-7678-0020_2514-149482-0020_8014-280382-0012_8797-294123-0059_1898-145724-0021_103-1241-0022_6563-285357-0037_8088-284756-0108_289-121665-0027_1088-134315-0039,5322,M,2514,M,8014,F,8797,M,1898,F,103,F,6563,M,8088,M,289,F,1088,F
1624-168623-0045_201-127786-0014_3983-5371-0009_229-130880-0023_6019-3185-0081_4898-20016-0013_8629-261140-0033_4853-27671-0029_1502-122619-0040_7278-104730-0003,1624,M,201,M,3983,F,229,M,6019,M,4898,M,8629,M,4853,F,1502,F,7278,M
6385-220959-0011_311-124404-0031_1624-168623-0013_6925-80680-0013_254-27760-0003_911-130578-0007_6880-216547-0050_5703-47198-0058_7794-295947-0046_839-130898-0063,6385,F,311,M,1624,M,6925,M,254,M,911,M,6880,M,5703,M,7794,F,839,M
40-222-0045_7635-105409-0056_5163-39921-0024_1970-10594-0018_831-130746-0036_887-123290-0000_4362-15663-0004_403-128339-0044_3112-9555-0023_2911-15084-0006,40,F,7635,F,5163,F,1970,F,831,M,887,F,4362,F,403,F,3112,F,2911,M
5867-48852-0083_2182-181183-0000_8629-261139-0033_254-27760-0034_441-128982-0003_4441-76262-0004_5652-39938-0028_4680-16042-0010_446-123502-0027_211-122425-0031,5867,F,2182,F,8629,M,254,M,441,F,4441,M,5652,F,4680,F,446,M,211,F
374-180299-0006_4640-19187-0040_332-128985-0010_1334-135589-0006_1737-142397-0020_8063-274116-0007_8425-246962-0005_2384-152900-0023_2893-139310-0038_328-129766-0043,374,M,4640,F,332,M,1334,M,1737,F,8063,M,8425,M,2384,M,2893,M,328,F
6081-41997-0003_3607-135982-0050_8226-274369-0015_2391-145015-0002_4397-15668-0006_3112-9555-0082_60-121082-0012_1867-148436-0008_322-124147-0047_3240-131232-0005,6081,M,3607,M,8226,M,2391,F,4397,M,3112,F,60,M,1867,M,322,F,3240,M
5808-54425-0039_2836-5354-0029_3112-9555-0006_6848-252323-0011_4788-94904-0032_7190-90542-0040_7067-76048-0035_7635-105409-0020_3235-28433-0021_6563-285357-0003,5808,M,2836,F,3112,F,6848,M,4788,M,7190,M,7067,M,7635,F,3235,F,6563,M
307-127540-0033_3664-178355-0004_8108-280354-0030_7505-83618-0025_5339-14134-0077_2391-145015-0035_4160-14187-0020_2518-154825-0024_32-4137-0047_6081-41997-0026,307,M,3664,M,8108,M,7505,M,5339,F,2391,F,4160,F,2518,M,32,F,6081,M
322-124147-0028_125-121124-0020_8324-286682-0003_446-123502-0019_6563-285357-0014_1502-122619-0069_374-180298-0001_3235-28452-0007_6181-216552-0102_5652-19215-0054,322,F,125,F,8324,F,446,M,6563,M,1502,F,374,M,3235,F,6181,M,5652,F
5867-48852-0008_8095-274346-0039_3807-4955-0004_2391-145015-0005_3168-173565-0055_3983-5331-0001_8609-283227-0012_5678-43301-0009_7517-100429-0012_8014-112586-0008,5867,F,8095,M,3807,M,2391,F,3168,M,3983,F,8609,M,5678,M,7517,F,8014,F
3486-166424-0049_3168-173565-0033_7059-77897-0025_5339-14134-0005_1737-148989-0032_4441-76263-0047_839-130898-0039_7505-83618-0015_26-495-0046_6476-96661-0008,3486,M,3168,M,7059,F,5339,F,1737,F,4441,M,839,M,7505,M,26,M,6476,F
2893-139310-0033_211-122442-0005_1098-133695-0051_4214-7146-0056_198-126831-0047_226-131532-0019_3214-167602-0024_7447-91187-0040_6209-34601-0011_1447-130551-0029,2893,M,211,F,1098,F,4214,F,198,F,226,F,3214,M,7447,M,6209,M,1447,F
1502-122615-0032_3112-9555-0003_6818-76332-0032_5789-57195-0013_7078-271888-0003_7264-92316-0003_3807-4955-0013_909-131045-0004_5192-19396-0025_2092-145706-0061,1502,F,3112,F,6818,F,5789,F,7078,F,7264,M,3807,M,909,M,5192,M,2092,F
89-218-0044_3374-298032-0018_1081-128618-0003_2092-145706-0014_5022-29405-0011_3879-174923-0045_8098-278252-0026_229-130880-0039_6081-42010-0029_7067-76047-0035,89,F,3374,M,1081,M,2092,F,5022,F,3879,F,8098,M,229,M,6081,M,7067,M
2289-152258-0024_8838-298546-0010_6529-62554-0022_4481-17499-0039_7078-271888-0010_8238-283452-0020_6064-56168-0025_4195-186236-0002_226-131532-0005_6848-76049-0006,2289,M,8838,M,6529,M,4481,F,7078,F,8238,F,6064,F,4195,F,226,F,6848,M
248-130644-0021_26-495-0037_3830-12530-0040_6848-252322-0006_3857-180923-0015_2391-145015-0020_1963-142393-0049_2159-179154-0003_3436-172171-0055_289-121652-0007,248,F,26,M,3830,M,6848,M,3857,M,2391,F,1963,F,2159,M,3436,M,289,F
4853-27671-0034_2092-145706-0005_163-122947-0014_5322-7678-0027_6437-66172-0037_7302-86814-0012_198-209-0009_2836-5355-0032_3235-28452-0008_6925-80680-0074,4853,F,2092,F,163,M,5322,M,6437,M,7302,F,198,F,2836,F,3235,F,6925,M
5339-14133-0041_4813-248641-0025_887-123289-0003_7059-88364-0031_2391-145015-0104_5703-47198-0035_839-130898-0057_8419-286676-0008_4853-27671-0040_7780-274562-0103,5339,F,4813,M,887,F,7059,F,2391,F,5703,M,839,M,8419,M,4853,F,7780,F
6064-56168-0018_3982-182255-0006_8465-246940-0007_4340-15220-0076_445-123857-0022_8014-112586-0017_211-122425-0041_7635-105409-0007_1743-142912-0014_5393-19218-0034,6064,F,3982,F,8465,F,4340,F,445,M,8014,F,211,F,7635,F,1743,M,5393,F
2092-145709-0001_322-124146-0031_1081-125237-0108_5393-19218-0048_2436-2476-0035_125-121342-0004_5789-57195-0006_1235-135887-0022_307-127535-0001_8098-275181-0014,2092,F,322,F,1081,M,5393,F,2436,M,125,F,5789,F,1235,M,307,M,8098,M
5688-41232-0074_3526-175658-0017_696-93314-0034_7402-90848-0016_3699-175950-0014_1447-130551-0033_2002-139469-0031_7302-86814-0025_1455-134435-0033_3112-9555-0042,5688,F,3526,F,696,F,7402,M,3699,M,1447,F,2002,M,7302,F,1455,M,3112,F
3947-13260-0033_6078-54007-0000_6563-285357-0008_1034-121119-0087_6367-65536-0005_887-123290-0006_1355-39947-0088_587-54108-0003_4680-16026-0000_289-121652-0004,3947,F,6078,F,6563,M,1034,M,6367,M,887,F,1355,M,587,F,4680,F,289,F
3699-175950-0006_8051-295385-0021_6019-3185-0012_7078-271888-0061_6078-54013-0078_1235-135884-0040_7148-82991-0002_3242-67168-0013_302-123504-0031_118-121721-0005,3699,M,8051,F,6019,M,7078,F,6078,F,1235,M,7148,F,3242,M,302,F,118,M
2514-149482-0066_229-130880-0030_8324-286683-0009_7178-34645-0005_3723-171631-0035_5192-19397-0003_8465-246947-0003_4160-11550-0004_2843-152918-0072_4788-294466-0012,2514,M,229,M,8324,F,7178,F,3723,M,5192,M,8465,F,4160,F,2843,M,4788,M
2196-170151-0010_446-123501-0038_2182-150130-0001_1578-140049-0011_1455-138263-0027_6019-3185-0042_7113-86041-0009_2289-152258-0035_8063-274112-0015_1502-122619-0061,2196,F,446,M,2182,F,1578,F,1455,M,6019,M,7113,F,2289,M,8063,M,1502,F
7505-258964-0008_3983-5371-0008_4406-16882-0050_7113-86041-0078_1867-154075-0011_3723-171115-0008_8468-294887-0024_7402-59171-0024_5678-43303-0012_1594-135914-0126,7505,M,3983,F,4406,M,7113,F,1867,M,3723,M,8468,F,7402,M,5678,M,1594,M
87-121553-0034_1455-134435-0055_6147-34606-0025_6385-34655-0023_7190-90542-0038_1263-138246-0028_1963-147036-0033_887-123291-0030_6367-65536-0044_1183-128659-0002,87,F,1455,M,6147,F,6385,F,7190,M,1263,F,1963,F,887,F,6367,M,1183,F
8312-279791-0046_1334-135589-0082_83-9960-0049_7367-86737-0023_1081-125237-0015_39-121915-0019_3723-171631-0048_7511-102420-0044_6385-34669-0025_3242-67168-0008,8312,F,1334,M,83,F,7367,M,1081,M,39,F,3723,M,7511,F,6385,F,3242,M
1970-26100-0005_332-128985-0029_7226-86964-0053_1081-125237-0067_7113-86041-0004_1263-138246-0009_4813-248641-0053_2836-5354-0011_229-130880-0069_1737-146161-0001,1970,F,332,M,7226,M,1081,M,7113,F,1263,F,4813,M,2836,F,229,M,1737,F
27-123349-0055_3983-5331-0038_8312-279791-0023_909-131041-0021_211-122425-0021_460-172359-0017_8797-294123-0086_831-130739-0006_78-368-0025_1578-140049-0024,27,M,3983,F,8312,F,909,M,211,F,460,M,8797,M,831,M,78,M,1578,F
1594-135914-0066_6385-220959-0013_4362-15663-0080_441-128988-0005_625-132112-0041_60-121082-0066_3440-171009-0041_2893-139322-0018_3259-158083-0011_3830-12535-0007,1594,M,6385,F,4362,F,441,F,625,M,60,M,3440,F,2893,M,3259,F,3830,M
839-130898-0073_2007-149877-0020_3112-9555-0002_248-130652-0029_2416-152137-0003_328-129766-0037_4340-15220-0016_374-180298-0034_8797-294123-0004_2989-138028-0010,839,M,2007,F,3112,F,248,F,2416,F,328,F,4340,F,374,M,8797,M,2989,F
2843-152918-0064_4406-16882-0019_196-122150-0009_5561-41616-0010_1116-132851-0004_19-227-0005_5688-41232-0004_8238-274553-0029_89-218-0052_1963-142393-0032,2843,M,4406,M,196,M,5561,F,1116,F,19,F,5688,F,8238,F,89,F,1963,F
1624-168623-0017_1594-135914-0089_1040-133433-0051_3374-298026-0045_1502-122619-0038_2416-152139-0062_4640-19188-0012_1963-147036-0021_911-128684-0011_1363-135842-0004,1624,M,1594,M,1040,M,3374,M,1502,F,2416,F,4640,F,1963,F,911,M,1363,F
6078-54007-0049_412-126975-0091_2514-149482-0075_2391-145015-0053_5322-7679-0022_150-132655-0016_3526-176653-0038_118-47824-0076_4397-15668-0033_3259-158083-0000,6078,F,412,M,2514,M,2391,F,5322,M,150,F,3526,F,118,M,4397,M,3259,F
5393-19219-0046_27-124992-0034_1235-135883-0020_7859-102519-0055_2092-145706-0060_3857-182315-0014_8975-270782-0037_8088-284756-0005_233-155990-0006_5104-33406-0000,5393,F,27,M,1235,M,7859,F,2092,F,3857,M,8975,F,8088,M,233,M,5104,M
625-132118-0009_1963-147036-0001_4014-186179-0034_7278-246956-0003_3486-166424-0016_4195-17507-0010_696-93314-0047_7511-102420-0040_125-121342-0042_229-130880-0057,625,M,1963,F,4014,M,7278,M,3486,M,4195,F,696,F,7511,F,125,F,229,M
7517-100437-0022_2416-152137-0004_8838-298546-0016_2989-138035-0053_200-124140-0014_6563-63821-0031_298-126791-0056_150-126112-0025_6880-216547-0059_60-121082-0053,7517,F,2416,F,8838,M,2989,F,200,F,6563,M,298,F,150,F,6880,M,60,M
8975-270782-0030_7302-86815-0036_5456-58161-0020_1743-142914-0003_5104-33407-0029_911-128684-0018_3830-12535-0004_1553-140048-0011_6272-70168-0011_7148-7763-0017,8975,F,7302,F,5456,M,1743,M,5104,M,911,M,3830,M,1553,F,6272,F,7148,F
5688-15787-0000_5463-39174-0003_3983-5331-0021_1246-124548-0027_8238-274553-0074_7067-76048-0048_8747-293952-0021_2691-156745-0040_8770-295462-0005_1553-140047-0016,5688,F,5463,M,3983,F,1246,F,8238,F,7067,M,8747,M,2691,F,8770,M,1553,F
2911-7601-0042_4267-287369-0037_27-124992-0041_458-126305-0026_7402-59171-0018_8747-293952-0050_5703-47212-0048_6064-300880-0006_2893-139310-0052_8095-274346-0034,2911,M,4267,M,27,M,458,M,7402,M,8747,M,5703,M,6064,F,2893,M,8095,M
4214-7146-0069_5049-25947-0090_2518-154825-0031_39-121914-0034_831-130739-0038_3807-4923-0011_6836-61804-0002_8312-279791-0051_40-222-0024_6272-70171-0038,4214,F,5049,M,2518,M,39,F,831,M,3807,M,6836,M,8312,F,40,F,6272,F
2159-179156-0026_8419-286667-0022_481-123719-0037_1363-135842-0019_150-132655-0003_2436-2481-0017_1235-135887-0012_6019-3185-0078_6000-86686-0022_3214-167606-0027,2159,M,8419,M,481,M,1363,F,150,F,2436,M,1235,M,6019,M,6000,F,3214,M
4788-94904-0015_7511-102420-0036_4160-11550-0003_6818-68772-0045_7447-91186-0014_5867-48852-0098_40-121026-0024_1841-159771-0005_2136-5147-0023_6437-66173-0006,4788,M,7511,F,4160,F,6818,F,7447,M,5867,F,40,F,1841,F,2136,M,6437,M
150-126107-0003_2817-142371-0075_1363-139304-0003_226-131532-0015_3947-13260-0030_5322-7678-0024_7148-7763-0032_5390-24512-0011_5703-47198-0041_6181-216552-0053,150,F,2817,F,1363,F,226,F,3947,F,5322,M,7148,F,5390,M,5703,M,6181,M
229-130880-0038_1553-140047-0002_1723-141149-0076_5867-48852-0084_8465-246942-0017_6209-34599-0016_5789-57195-0036_8095-274345-0019_696-93314-0017_8088-284756-0036,229,M,1553,F,1723,M,5867,F,8465,F,6209,M,5789,F,8095,M,696,F,8088,M
1743-142914-0020_8108-274318-0004_5750-100289-0045_2196-170379-0012_150-132655-0025_8312-279790-0034_233-134440-0040_7226-86965-0029_1235-135884-0037_1455-134435-0063,1743,M,8108,M,5750,M,2196,F,150,F,8312,F,233,M,7226,M,1235,M,1455,M
2384-152900-0083_7517-100429-0005_1355-39947-0036_3242-8112-0037_4397-15678-0016_40-121026-0029_2817-142371-0076_4481-17499-0019_4267-72637-0002_87-121553-0096,2384,M,7517,F,1355,M,3242,M,4397,M,40,F,2817,F,4481,F,4267,M,87,F
2196-174172-0033_3983-5331-0039_289-121652-0034_3440-171009-0057_587-41619-0009_7264-92314-0013_226-131532-0020_6880-216547-0105_198-209-0011_5049-25947-0123,2196,F,3983,F,289,F,3440,F,587,F,7264,M,226,F,6880,M,198,F,5049,M
8975-270782-0060_1723-141149-0103_1867-154075-0038_8838-298545-0012_163-121908-0004_7278-104730-0025_4195-186238-0004_6818-68772-0035_7800-283493-0034_328-129766-0038,8975,F,1723,M,1867,M,8838,M,163,M,7278,M,4195,F,6818,F,7800,F,328,F
3168-173565-0060_2002-139469-0000_211-122442-0076_8419-293473-0007_6563-63821-0002_2817-142380-0033_3857-180923-0023_6078-54007-0008_6019-3185-0076_198-126831-0005,3168,M,2002,M,211,F,8419,M,6563,M,2817,F,3857,M,6078,F,6019,M,198,F
2518-154825-0035_2159-179156-0011_118-47824-0082_8630-305212-0008_1098-133695-0078_163-122947-0031_3242-67168-0022_4362-15663-0076_7517-100437-0027_5192-19396-0028,2518,M,2159,M,118,M,8630,M,1098,F,163,M,3242,M,4362,F,7517,F,5192,M
481-123720-0068_887-123289-0004_1088-134315-0056_405-130894-0041_7226-86965-0021_7078-271888-0067_233-155990-0035_5867-48852-0088_26-495-0038_4195-17507-0012,481,M,887,F,1088,F,405,M,7226,M,7078,F,233,M,5867,F,26,M,4195,F
6836-61804-0028_4214-7146-0007_7505-258958-0006_7367-86737-0118_2289-152257-0008_1246-135815-0019_5514-19192-0026_696-92939-0028_8609-262281-0017_3723-171115-0014,6836,M,4214,F,7505,M,7367,M,2289,M,1246,F,5514,F,696,F,8609,M,3723,M
3830-12530-0011_8051-118101-0019_5778-12761-0025_3242-8112-0016_4788-94904-0025_374-180299-0034_7794-295947-0028_1183-124566-0000_625-132118-0026_730-359-0023,3830,M,8051,F,5778,F,3242,M,4788,M,374,M,7794,F,1183,F,625,M,730,F
60-121082-0058_3947-13260-0003_6209-34599-0003_3112-9555-0083_7367-86737-0053_8108-274318-0003_3486-166424-0067_5393-19219-0057_4051-10927-0003_7511-102419-0035,60,M,3947,F,6209,M,3112,F,7367,M,8108,M,3486,M,5393,F,4051,F,7511,F
7059-77897-0012_5339-14134-0079_200-126784-0008_6272-70168-0028_4788-91208-0018_1235-135883-0036_3699-19401-0021_2002-139469-0105_4267-287369-0002_5104-33406-0035,7059,F,5339,F,200,F,6272,F,4788,M,1235,M,3699,M,2002,M,4267,M,5104,M
3607-29116-0010_7059-88364-0017_302-123516-0030_4088-158077-0042_7859-102519-0041_1334-135589-0100_1743-142912-0017_322-124147-0061_87-121553-0073_911-128684-0020,3607,M,7059,F,302,F,4088,F,7859,F,1334,M,1743,M,322,F,87,F,911,M
5393-19218-0010_250-142286-0019_7278-246956-0001_5456-24741-0019_3982-182255-0027_3947-13260-0017_5867-48852-0037_7635-105661-0045_5104-33406-0031_254-27760-0016,5393,F,250,F,7278,M,5456,M,3982,F,3947,F,5867,F,7635,F,5104,M,254,M
5390-30102-0009_7367-86737-0062_4340-15220-0011_2136-5143-0021_446-123502-0043_6454-120342-0014_7078-271888-0081_7113-86041-0094_460-172359-0081_196-122159-0023,5390,M,7367,M,4340,F,2136,M,446,M,6454,M,7078,F,7113,F,460,M,196,M
2836-5355-0042_6000-86686-0011_2416-152139-0044_2391-145015-0078_911-128684-0084_7635-105409-0005_7780-274562-0075_5561-39621-0020_2989-138035-0018_6367-74004-0026,2836,F,6000,F,2416,F,2391,F,911,M,7635,F,7780,F,5561,F,2989,F,6367,M
1034-121119-0013_3436-172162-0020_5192-19396-0032_2384-152900-0070_302-123523-0006_307-127535-0043_8226-274371-0021_233-155990-0026_7148-82991-0024_8425-246962-0008,1034,M,3436,M,5192,M,2384,M,302,F,307,M,8226,M,233,M,7148,F,8425,M
6385-34655-0019_163-122947-0077_1624-168623-0022_6272-70171-0018_7148-59157-0012_1088-134315-0018_7780-274562-0052_6880-216547-0099_4362-15663-0025_4051-11218-0047,6385,F,163,M,1624,M,6272,F,7148,F,1088,F,7780,F,6880,M,4362,F,4051,F
8324-286682-0035_2893-139322-0025_1578-140045-0008_60-121082-0017_198-209-0036_3879-173592-0040_441-128988-0027_2159-179157-0001_7059-77900-0014_2136-5143-0023,8324,F,2893,M,1578,F,60,M,198,F,3879,F,441,F,2159,M,7059,F,2136,M
6925-80680-0073_911-128684-0026_2836-5355-0004_1578-6379-0010_5463-39174-0002_1867-154075-0022_5163-18515-0046_3699-19402-0011_730-358-0001_458-126305-0005,6925,M,911,M,2836,F,1578,F,5463,M,1867,M,5163,F,3699,M,730,F,458,M
2764-36619-0028_2514-149482-0058_87-121553-0046_7505-83618-0006_5688-41232-0067_4018-103416-0005_1334-135589-0010_2416-152137-0022_78-369-0061_6529-62556-0013,2764,F,2514,M,87,F,7505,M,5688,F,4018,M,1334,M,2416,F,78,M,6529,M
7367-86737-0076_1263-138246-0007_4362-15663-0027_6531-61334-0074_7635-105409-0031_7278-246956-0006_696-93314-0062_3947-13260-0041_4195-186237-0010_1867-148436-0022,7367,M,1263,F,4362,F,6531,F,7635,F,7278,M,696,F,3947,F,4195,F,1867,M
909-131044-0026_250-142276-0052_298-126791-0015_441-128982-0030_7178-34645-0013_198-126831-0008_5750-35690-0016_6147-34605-0007_3830-12530-0039_831-130746-0002,909,M,250,F,298,F,441,F,7178,F,198,F,5750,M,6147,F,3830,M,831,M
4297-13006-0032_405-130894-0076_211-122425-0016_250-142276-0062_625-132112-0047_4640-19189-0013_7800-283493-0019_1069-133709-0030_5049-25947-0032_3259-158083-0010,4297,F,405,M,211,F,250,F,625,M,4640,F,7800,F,1069,F,5049,M,3259,F
3240-131232-0029_2391-145015-0093_839-130898-0035_5703-47198-0027_5322-7678-0010_887-123291-0022_8580-287363-0027_1737-148989-0013_2196-174172-0030_405-130894-0069,3240,M,2391,F,839,M,5703,M,5322,M,887,F,8580,M,1737,F,2196,F,405,M
